,sampleid,processing_date,barcode_id,roost_site,latitude_s,longitude_e,researchers_present,sampling_session,net_date,net_open_time,net_close_time,exit_count,capture_time,processing_time_start,processing_time_end,weather,bat_species,duplicated_sampleid,recap,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,fed_bananas_before,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,hair_y_n,wing_punch,bat_flies,meglastreblidae,fleas,mites,ticks,t_star,urine_vial,feces_vial,throat_vial,eppendorf_vol_ul,serum_aliquots_num,rbc_aliquots_num,buffy_coat_aliquots_num,rna_protect_vol_ul,slides_thin_num,slides_thick_num,filter_y_n,toothwear,temperature_f,notes,check_notes_y_n,performed_necropsy,spleen_rna_preserve,liver_rna_preserve,kidney_rna_preserve,brain_rna_preserve,spleen_plain,liver_plain,kidney_plain,brain_plain,liver_aluminum,kidney_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth_num,tooth_type,predicted_mass_g,mass_forearm_residual,recap_new
77,TSI031,9/3/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",76,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,A,no,no,NA,NA,unknown,690,27.3,172,100,22.9,12.7,15.6,yes,1,0,0,0,0,0,NA,1,1,1,500,NA,NA,NA,200,2,1,yes,moderate,"97.4 (7:40), 96.8 (7:53), 94.5 (8:03), L (8:11), 94.3 (8:19(",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.9619642,10.03803584,no
78,TSI033,9/4/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",76,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,no,NA,NA,unknown,455,22,149.3,73.9,26,receded,receded,yes,1,0,0,0,0,0,NA,0,1,1,500,NA,NA,NA,200,2,1,yes,mild,"97.6, 97.2 (12:56)","O2 low, couldn't take teeth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
79,TSI036,9/28/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,no,NA,NA,unknown,500,25.5,164,74.2,23.5,receded,receded,yes,1,0,0,0,0,0,NA,0,1,1,400,NA,NA,NA,200,2,1,yes,NA,"99.1 (14:46), 96.9 (15:10), 97.8 (15:14)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
80,TSI039,9/29/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,no,NA,NA,unknown,470,22,150.5,71.7,22.9,receded,receded,yes,1,0,0,0,0,0,NA,1,1,1,500,NA,NA,NA,300,2,1,yes,mild,"97.5 (9:58), 97.6 (10:22), 97.4 (10:33)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
81,TSI040,9/29/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,female,J,yes,no,NA,NA,unknown,410,25.7,155,74.4,23,small,small,yes,1,0,0,0,0,0,NA,0,1,1,720,NA,NA,NA,400,2,1,yes,mild,"99.4 (10:52), 98 (11:13), 97.3 (11:17)",Left ear injury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
82,TSI041,9/20/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,no,NA,NA,unknown,410,23.2,143.1,62.7,26.2,receded,receded,yes,1,0,0,0,0,0,NA,0,1,1,600,NA,NA,NA,250,2,1,yes,NA,"97.6 (7:09), 96.9 (8:37), 96.8 (8:45)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
83,TSI042,9/29/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,yes,pup,TSI037,unknown,82,13.47,61.1,34.1,20.4,small,small,yes,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,0,0,0,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
84,TSI043,9/29/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,yes,pup,TSI038,unknown,60,10.5,65.6,35.3,22.4,small,small,yes,1,0,0,0,0,0,NA,0,0,1,0,NA,NA,NA,0,0,0,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
85,TSI045,10/4/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, FR, SA, SK, KF",79,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,female,NL,no,no,NA,NA,unknown,485,24.7,151.5,72.7,27.3,9,5.7,NA,1,0,0,0,0,0,NA,1,1,1,700,NA,NA,NA,300,2,1,yes,moderate,"L (7:32), 95.7 (7:43), 95.9 (8:10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.8632294,-16.86322938,no
86,TSI049,10/26/19,,Marotsipohy_Pruf,-18.3926,48.1439,"AG, SA, FR",83,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,A,no,no,NA,NA,unknown,496,22.3,157.5,78,35.5,small,small,yes,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,0,0,0,no,moderate,"106.9 (11:50), 98.2 9 (13:12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.7451191,-76.74511908,no
87,TSI051,10/27/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, SA, FR",83,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,yes,pup,TSI050,unknown,135,13.1,88,40.2,21.9,small,small,yes,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,0,0,0,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
88,TSI055,10/29/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, SA, FR",83,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,yes,pup,TSI052,unknown,135,14.7,91.8,43.8,18,small,small,yes,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,0,0,0,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
89,TSI056,10/29/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, SA, FR",83,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,female,NL,yes,no,NA,NA,unknown,480,24.4,154.7,75.5,27.3,small,small,yes,1,0,0,0,0,0,NA,0,1,1,1000,NA,NA,NA,300,2,1,yes,mild,98.02 (8:05),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
90,TSI059,10/31/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, SA, FR",83,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,female,J,yes,yes,pup,TSI057,unknown,105,11.64,79.3,42.3,22.6,small,small,yes,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,0,0,0,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
91,TSI060,10/31/19,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, SA, FR",83,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,yes,pup,TSI058,unknown,105,12.33,81.5,40.9,21.1,small,small,yes,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,0,0,0,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
92,TSI066,2/25/20,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, AS, AA, FR",92,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,female,J,yes,no,NA,NA,unknown,315,22,142,61,34,S,S,yes,1,0,0,0,NA,0,NA,0,1,1,500,NA,NA,NA,200,2,1,yes,mild,"100.4 (8:34), 100.6 (8:34), 99.1 (8:37)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
93,TSI071,2/28/20,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, AS, AA, FR",92,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,female,J,yes,no,NA,NA,unknown,350,23,100,65,23,S,S,yes,1,0,0,0,0,0,NA,0,1,1,550,NA,NA,NA,250,2,1,yes,mild,"101.0 (15:20), 100.3 (15:24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
94,TSI073,2/29/20,9.56E+14,Marotsipohy_Pruf,-18.3926,48.1439,"AG, AS, AA, FR",92,NA,NA,NA,NA,NA,NA,NA,NA,Pteropus rufus,,no,male,J,yes,no,NA,NA,unknown,326,25.3,152,71,25,S,S,yes,1,0,0,0,0,0,NA,1,1,1,700,NA,NA,NA,250,2,1,yes,mild,"104.2 (9:59), 101.8 (10:07), 102.3 (10:30), 101.6 (10:34)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
