"sampleid","age","tooth_type","species","cc","published","publication","notes","collection_date"
"KEL402",0.997260273972603,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-11-16
"KEL414",0.997260273972603,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-11-16
"KEL416",0.997260273972603,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-11-16
"KEL421",0.997260273972603,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-11-16
"KEL422",0.997260273972603,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-11-16
"KEL435",0.0657534246575342,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-12-11
"KEL452",0.210958904109589,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-02-02
"KEL457",0.210958904109589,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-02-02
"KEL460",0.315068493150685,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-11
"KEL461",0.315068493150685,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-11
"KEL462",0.210958904109589,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-02-02
"KEL463",0.315068493150685,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-11
"KEL467",0.315068493150685,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-11
"KEL468",0.210958904109589,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-02-02
"KEL468",0.315068493150685,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-11
"KEL469",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL470",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL472",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL473",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL475",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL476",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL477",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL478",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL479",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL480",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL484",0.312328767123288,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"KEL485",0.315068493150685,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-11
"MIZ135",0.183561643835616,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-18
"MIZ137",0.183561643835616,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-18
"MIZ141",0.183561643835616,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-18
"MIZ144",0.183561643835616,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-18
"MIZ153",0.186301369863014,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-19
"MIZ156",0.186301369863014,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-19
"MIZ158",0.186301369863014,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-19
"MIZ160",0.186301369863014,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-19
"MIZ176",0.331506849315069,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-04-13
"MIZ193",0.624657534246575,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-07-29
"MIZ225",0.745205479452055,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-11
"MIZ231",0.745205479452055,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-11
"MIZ232",0.745205479452055,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-11
"MIZ233",0.745205479452055,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-11
"MIZ234",0.745205479452055,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-11
"MIZ243",0.747945205479452,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-12
"MIZ245",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ248",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ255",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ256",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ257",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ258",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ259",0.0191780821917808,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-20
"MIZ263",0.0219178082191781,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-21
"MIZ264",0.0219178082191781,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-21
"MIZ267",0.0219178082191781,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-21
"MIZ268",0.0219178082191781,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-21
"MIZ272",0.0219178082191781,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-21
"MIZ286",0.0575342465753425,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-03
"MIZ287",0.0575342465753425,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-03
"MIZ288",0.0575342465753425,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-03
"MIZ289",0.0575342465753425,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-03
"MIZ290",0.0575342465753425,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-03
"MIZ296",0.0602739726027397,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-04
"MIZ304",0.0657534246575342,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-06
"MIZ305",0.0657534246575342,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-06
"MIZ306",0.0657534246575342,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-06
"MIZ307",0.0657534246575342,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-06
"MIZ310",0.0712328767123288,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-08
"MIZ311",0.0712328767123288,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-08
"MIZ312",0.0712328767123288,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-08
"MIZ313",0.0712328767123288,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-08
"MIZ324",0.073972602739726,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-09
"MIZ325",0.073972602739726,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-09
"MIZ326",0.073972602739726,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-09
"MIZ327",0.073972602739726,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-09
"MIZ328",0.073972602739726,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-09
"MIZ335",0.0767123287671233,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-10
"MIZ336",0.0767123287671233,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-10
"MIZ337",0.0767123287671233,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-10
"MIZ343",0.134246575342466,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-31
"MIZ344",0.134246575342466,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-31
"MIZ345",0.134246575342466,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-01-31
"MIZ349",0.136986301369863,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-01
"MIZ364",0.136986301369863,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-01
"MIZ365",0.136986301369863,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-01
"MIZ370",0.136986301369863,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-01
"MIZ371",0.136986301369863,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-01
"MIZ372",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ373",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ374",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ375",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ376",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ377",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ378",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ379",0.197260273972603,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-23
"MIZ382",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ383",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ386",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ389",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ390",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ391",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ392",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ394",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ395",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ399",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ401",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ402",0.2,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-24
"MIZ414",0.320547945205479,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-04-09
"MIZ427",0.323287671232877,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-04-10
"MIZ430",0.435616438356164,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-05-21
"MIZ437",0.435616438356164,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-05-21
"MIZ448",0.438356164383562,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-05-22
"MIZ456",0.553424657534247,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-07-03
"MIZ458",0.553424657534247,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-07-03
"MIZ461",0.553424657534247,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-07-03
"MIZ462",0.553424657534247,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-07-03
"MIZ463",0.553424657534247,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-07-03
"MIZ469",0.69041095890411,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-08-22
"MIZ471",0.69041095890411,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-08-22
"MIZ472",0.69041095890411,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-08-22
"MIZ504",0.764383561643836,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-09-18
"MIZ512",0.767123287671233,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-09-19
"MIZ523",0.838356164383562,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-10-15
"MIZ525",0.838356164383562,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-10-15
"MIZ533",0.838356164383562,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-10-15
"MIZ546",0.917808219178082,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-11-13
"MIZ547",0.841095890410959,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-10-16
"MIZ612",0.134246575342466,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-01-31
"MIZ613",0.134246575342466,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-01-31
"MIZ643",0.241095890410959,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"MIZ646",0.241095890410959,NA,"Rousettus madagascariensis","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2020-03-10
"MLB002",0.202739726027397,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-13
"MLB003",0.205479452054795,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-14
"MLB007",0.216438356164384,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-12-18
"MNG001",0.972602739726027,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-09-20
